arm,pct_borrowers_any_PD_inversion,largest_PD_reversal,pct_borrowers_PD12_gt_PD24,pct_borrowers_PD24_gt_PD36
Logistic (independent horizons),0.04612381946751459,0.022015790963565318,0.011864648094537517,0.045827203265151155
XGBoost (independent horizons),1.6874495752455982,0.15110564231872559,0.10618860044611077,1.6170032271842816
