arm,pct_borrowers_any_PD_inversion,largest_PD_reversal,pct_borrowers_PD12_gt_PD24,pct_borrowers_PD24_gt_PD36,n_test
Logistic (independent horizons),0.04612381946751459,0.022015790963565318,0.011864648094537517,0.045827203265151155,674272
Logistic (300k),0.07400574248967776,0.03213652078095475,0.030254852641070668,0.062141094395140234,674272
XGBoost (independent horizons),1.6874495752455982,0.15110564231872559,0.10618860044611077,1.6170032271842816,674272
XGBoost (300k),2.2192824260832427,0.15549331903457642,0.1447487067533577,2.1105725879170425,674272
Cox PH,0.0,0.0,0.0,0.0,674272
Unconstrained NN,97.51524607280147,0.40227100253105164,60.590236581083005,97.51524607280147,674272
Soft-penalty NN,0.0017796972141806275,8.046627044677734e-06,0.0017796972141806275,0.0005932324047268758,674272
Monotone-architecture NN,0.0,0.0,0.0,0.0,674272
