epoch,train_total,val_total,val_monitor,steps,seconds,train_data,val_data,train_penalty,val_penalty
48,0.7424900595311765,0.7233670850435893,0.7233670850435893,1584,262.4143736362457,0.7424900595311765,0.7233670850435893,0.0,2.749769518122858e-16
49,0.7422948895701655,0.7234341503461202,0.7234341503461202,1617,267.6330916881561,0.7422948895701655,0.7234341503461202,8.756688147227154e-18,0.0
50,0.7422712584813436,0.7231825276056926,0.7231825276056926,1650,272.61478972435,0.7422712584813436,0.7231825276056926,0.0,0.0
51,0.742089129031146,0.7231507109324138,0.7231507109324138,1683,277.7577440738678,0.742089129031146,0.7231507109324138,0.0,0.0
52,0.7419392871715405,0.7233482649167379,0.7233482649167379,1716,282.77629017829895,0.7419392871715405,0.7233482649167379,0.0,0.0
53,0.7419899771972939,0.7229071318308512,0.7229071318308512,1749,287.846830368042,0.7419899771972939,0.7229071318308512,1.5312258133181658e-16,0.0
54,0.7417108572924579,0.7230191582043966,0.7230191582043966,1782,293.0812888145447,0.7417108572924579,0.7230191582043966,8.278042954607273e-20,0.0
55,0.7417190850893657,0.7228254831631978,0.7228254831631978,1815,298.02460765838623,0.7417190850893657,0.7228254831631978,0.0,0.0
56,0.7415664007363496,0.7225995495160421,0.7225995495160421,1848,303.0286777019501,0.7415664007363496,0.7225995495160421,0.0,0.0
57,0.741524411144963,0.7225077496528626,0.7225077496528626,1881,308.0985586643219,0.741524411144963,0.7225077496528626,0.0,3.474544977859481e-16
58,0.7415834667806273,0.7227395548502604,0.7227395548502604,1914,313.53585481643677,0.7415834667806273,0.7227395548502604,0.0,0.0
59,0.7414782356968632,0.7226526732762655,0.7226526732762655,1947,319.0932629108429,0.7414782356968632,0.7226526732762655,0.0,0.0
60,0.7413007681634691,0.7228078378677368,0.7228078378677368,1980,324.343843460083,0.7413007681634691,0.7228078378677368,1.4172019396496294e-17,0.0
